lsoa,names,unemployment_rate,work_popu_rate,population_density,couple_household_with_dependent_children,couple_household_without_dependent_children,lone_parent_household,one_person_household,other_multi_person_household,ethnic_white,ethnic_mixed_multiple,ethnic_asian_asian_british,ethnic_black,ethnic_other,ethnic_bame,country_of_birthc_uk,country_of_birthc_nuk,religionc_christian,religionc_buddhist,religionc_hindu,religionc_jewish,religionc_muslim,religionc_sikh,religionc_other_religion,religionc_no_religion,religionc_religion_not_stated,tenurec_owned_outright,tenurec_owned_with_a_mortgage_or_loan,tenurtc_social_rented,tenurec_private_rented,dwelling_typec_household_spaces_with_at_least_one_usual_resident,dwelling_typec_household_spaces_with_no_usual_residents,dwelling_type_detached,dwelling_type_semi_detached,dwelling_type_terraced,dwelling_type_flat,house_prices,no_qualifications,level1_qualifications,level2_qualifications,apprenticeship,level3_qualifications,level4_qualifications_and_above,other_qualifications,over_18_students,health_activities_limited,health_activities_limited_a_little,health_activities_not_limited,good_health,fair_health,bad_health,nocars,1car,2cars,3cars,4+_cars,cars_per_household,transport_accessibility,household_income
E01000844,Camden 011B,3.10,73.53,11.40,16.80,25.60,3.70,41.60,12.30,75.50,5.60,14.20,2.10,2.50,24.50,46.70,53.30,30.80,1.20,2.00,10.20,2.90,0.60,0.70,26.80,24.90,22.10,19.40,7.70,49.10,95.20,4.80,0.50,2.80,2.70,93.90,650000.00,4.60,3.20,5.00,0.50,6.30,70.90,9.40,4.50,3.80,5.20,91.00,89.50,7.40,3.00,53.30,36.60,9.30,0.60,0.20,0.60,4.40,61186
E01000848,Camden 011C,3.90,72.86,10.10,13.30,30.10,3.10,43.20,10.30,78.80,4.70,10.10,1.70,4.70,21.20,51.80,48.20,32.60,1.80,1.20,11.80,2.30,0.40,0.50,25.70,23.80,29.30,20.20,9.10,38.80,93.90,6.10,1.40,4.30,6.70,87.60,765000.00,7.40,3.10,5.10,0.70,6.50,67.40,9.80,3.70,4.10,5.30,90.60,89.00,8.10,2.80,49.20,43.50,6.60,0.60,0.10,0.60,4.30,60261
E01000849,Camden 011D,3.20,74.19,7.80,10.00,18.30,4.80,54.10,12.90,76.00,5.60,12.50,2.80,3.10,24.00,55.10,44.90,31.00,1.30,2.70,10.40,4.10,0.20,0.50,27.00,22.60,25.20,18.20,7.30,47.20,94.80,5.20,0.40,1.30,7.40,90.90,525000.00,5.50,3.70,6.00,1.00,7.20,68.70,7.80,5.90,4.90,5.70,89.40,88.30,8.80,2.90,63.60,31.70,4.20,0.50,0.10,0.40,4.70,50928
E01000900,Camden 012A,8.80,71.02,9.90,12.70,21.10,13.60,33.80,18.80,72.20,4.90,8.70,11.00,3.30,27.80,69.70,30.30,41.80,0.60,0.50,1.90,11.80,0.10,0.40,25.40,17.50,13.50,17.40,42.90,24.00,98.30,1.70,0.80,2.60,27.10,69.50,370000.00,19.10,10.60,7.00,1.40,12.60,42.40,6.90,7.80,9.70,8.70,81.60,80.60,11.40,7.90,65.30,29.20,5.00,0.40,0.10,0.40,4.30,31182
E01000902,Camden 012B,10.60,65.89,8.40,14.20,14.10,20.00,36.60,15.10,53.10,7.90,17.60,15.00,6.30,46.90,64.90,35.10,33.90,1.70,0.50,1.60,24.30,0.10,0.80,19.40,17.60,7.80,10.20,62.20,17.30,97.40,2.60,0.30,1.30,3.60,94.70,275000.00,21.90,11.00,11.10,1.20,8.30,35.80,10.80,8.90,9.50,10.20,80.30,76.90,15.20,7.90,67.50,27.80,4.40,0.30,0.00,0.40,3.20,24571
E01000904,Camden 012C,8.80,71.13,11.70,10.90,18.60,16.60,33.70,20.30,66.30,6.90,12.60,11.10,3.10,33.70,65.30,34.70,35.70,1.40,0.90,2.00,14.20,0.00,0.60,26.70,18.60,9.70,13.20,52.10,24.00,97.30,2.70,0.60,2.10,14.10,83.10,325000.00,18.10,10.10,10.00,1.30,9.60,40.80,10.10,10.40,9.30,8.50,82.20,80.90,11.90,7.20,65.40,30.70,3.70,0.20,0.00,0.40,6.70,29190
E01000905,Camden 012D,11.90,61.89,8.60,13.70,12.10,22.90,36.90,14.40,52.10,4.70,20.40,18.90,3.80,47.90,60.40,39.60,35.70,0.60,0.40,0.70,28.80,0.10,0.10,16.70,16.80,1.60,7.10,77.20,13.40,98.40,1.60,0.60,0.80,1.70,96.80,351500.00,29.20,11.80,9.30,1.60,11.00,27.10,10.00,10.10,11.50,10.60,77.90,74.60,15.50,10.00,71.60,24.60,3.40,0.20,0.10,0.30,5.00,21024
E01000906,Camden 012E,3.90,75.39,13.80,9.10,26.10,6.00,40.50,18.30,77.50,5.40,9.30,4.30,3.50,22.50,61.80,38.20,35.80,1.00,0.40,8.00,5.70,0.40,1.00,28.10,19.50,28.80,20.90,12.80,35.70,94.30,5.70,1.30,6.30,1.90,90.40,440000.00,7.20,4.10,6.40,0.60,7.70,67.20,6.70,6.80,5.60,8.20,86.20,85.60,9.80,4.60,53.00,38.20,6.60,1.60,0.50,0.60,4.70,48841
E01000875,Camden 013A,5.70,79.56,11.70,7.00,20.60,10.10,44.00,18.20,67.50,6.30,13.40,8.60,4.20,32.50,52.10,47.90,33.70,1.80,1.90,3.40,9.50,0.10,0.80,24.70,24.10,12.60,17.30,15.90,52.20,96.00,4.00,2.30,3.40,1.60,92.70,335750.00,9.40,5.50,7.20,1.20,10.00,56.10,10.70,8.30,6.30,7.00,86.60,84.80,9.70,5.50,66.40,28.60,3.90,0.40,0.70,0.40,4.90,33219
E01000876,Camden 013B,9.70,72.37,11.70,10.00,19.40,12.60,42.80,15.30,58.40,7.30,12.80,15.70,5.90,41.60,54.80,45.20,38.30,0.40,0.90,2.50,18.60,0.50,0.60,17.10,21.10,8.00,18.00,42.80,29.10,98.90,1.10,1.00,4.80,19.30,74.80,330000.00,17.10,7.50,9.00,0.90,9.10,44.40,12.00,9.20,11.00,7.70,81.30,80.10,11.40,8.50,64.90,31.20,3.60,0.10,0.10,0.40,4.60,28093
E01000931,Camden 013C,10.90,72.93,14.70,11.20,16.80,13.60,40.90,17.40,59.00,6.00,11.70,15.40,8.00,41.00,53.00,47.00,38.50,0.50,1.20,1.90,18.50,0.10,0.30,17.00,22.00,5.40,13.60,42.50,37.00,97.80,2.20,0.90,1.70,5.40,92.00,320000.00,20.50,9.60,10.60,1.00,8.40,37.40,12.40,7.30,9.70,9.80,80.50,78.60,12.60,8.80,70.10,26.20,3.60,0.10,0.00,0.30,5.70,25729
E01000932,Camden 013D,4.20,82.26,6.60,6.30,24.40,8.70,42.40,18.20,69.70,5.00,12.60,8.30,4.40,30.30,55.50,44.50,36.90,0.40,2.20,2.90,5.80,0.30,0.50,27.10,23.80,14.90,18.90,27.60,37.70,97.60,2.40,0.70,1.20,7.40,90.60,388000.00,9.90,5.90,6.50,1.10,6.10,61.00,9.50,5.20,7.50,8.40,84.10,83.40,10.50,6.10,65.30,30.50,3.80,0.10,0.30,0.40,6.10,37270
E01000974,Camden 013E,7.60,78.68,11.50,7.80,19.10,11.30,43.60,18.10,61.00,6.80,11.80,15.20,5.20,39.00,57.80,42.20,34.30,1.30,0.90,2.20,14.30,0.20,1.00,22.80,23.10,9.00,16.30,35.80,37.30,98.70,1.30,0.60,1.40,9.00,88.90,340000.00,15.40,8.20,10.20,1.70,8.30,45.80,10.40,8.80,9.30,7.50,83.20,81.30,11.50,7.10,64.90,30.20,3.90,1.00,0.00,0.40,5.80,29982
E01000843,Camden 014A,6.80,70.20,8.30,14.80,22.60,9.00,41.80,11.80,71.20,6.10,12.80,7.00,2.90,28.80,57.90,42.10,34.80,1.00,1.40,8.00,8.20,0.40,0.70,25.30,20.20,24.30,13.90,22.20,38.10,94.00,6.00,0.60,3.60,4.80,90.60,675000.00,8.30,5.50,7.20,0.20,6.90,63.20,8.60,6.50,4.50,4.80,90.70,87.30,9.00,3.70,57.40,37.10,4.70,0.40,0.40,0.50,4.00,44503
E01000845,Camden 014B,3.70,73.70,11.80,12.40,22.70,5.70,46.50,12.60,78.10,4.90,11.00,4.40,1.60,21.90,56.60,43.40,32.00,1.20,1.20,9.00,6.80,0.30,0.50,28.50,20.50,26.10,21.50,12.70,38.20,94.90,5.10,1.40,2.90,10.30,85.50,525000.00,6.80,6.40,5.70,0.60,7.90,63.90,8.60,7.10,6.30,4.40,89.30,87.60,7.90,4.50,47.90,42.80,7.30,1.50,0.50,0.60,3.70,53278
E01000846,Camden 014C,9.50,61.09,8.30,17.20,16.60,19.00,35.70,11.50,58.70,5.60,14.10,17.50,4.10,41.30,56.40,43.60,33.90,0.60,1.00,6.30,21.30,0.10,0.30,17.40,19.20,15.40,10.20,58.30,14.10,96.10,3.90,0.90,4.20,18.90,76.00,1077500.00,18.30,6.60,10.90,1.40,9.70,42.40,10.70,7.70,8.70,7.90,83.40,82.50,11.10,6.30,53.90,36.00,7.50,2.40,0.20,0.60,3.40,34028
E01000847,Camden 014D,8.70,63.29,9.90,20.20,17.40,14.20,34.40,13.70,59.30,5.60,19.90,11.10,4.20,40.70,54.90,45.10,28.80,1.20,3.10,10.90,21.60,0.10,0.40,17.20,16.60,17.70,14.60,40.80,25.60,94.30,5.70,1.10,5.80,16.70,76.20,530000.00,13.80,8.70,9.50,0.90,9.50,46.10,11.50,6.70,6.30,6.50,87.10,85.10,9.70,5.20,48.00,37.70,11.10,2.10,1.20,0.70,4.60,35289
E01000864,Camden 015A,5.80,78.53,9.80,10.60,22.30,10.50,37.00,19.70,73.60,5.30,9.40,8.20,3.40,26.40,67.60,32.40,31.40,0.90,1.20,1.20,8.50,0.00,1.30,37.50,18.10,16.30,19.80,28.00,34.70,95.60,4.40,1.30,7.10,14.90,76.50,510000.00,10.70,6.50,8.20,0.60,12.40,55.50,6.00,11.90,5.50,7.10,87.40,84.50,10.30,5.30,59.30,34.30,5.30,1.10,0.00,0.50,3.20,38957
E01000865,Camden 015B,4.80,83.59,10.90,12.90,20.60,4.90,40.40,21.30,74.30,4.20,16.60,3.60,1.30,25.70,62.10,37.90,28.20,1.50,2.10,1.40,3.70,0.10,0.70,39.10,23.30,20.40,22.80,27.10,27.70,94.50,5.50,2.50,12.60,17.60,67.30,435000.00,5.50,3.70,6.70,0.50,31.60,45.50,6.50,43.80,3.20,4.40,92.40,90.20,6.40,3.50,55.90,36.80,6.00,1.10,0.20,0.50,4.60,47904
E01000867,Camden 015C,7.00,71.77,8.10,8.90,18.10,12.70,35.40,24.90,59.30,5.60,22.20,10.00,3.00,40.70,57.20,42.80,30.10,1.90,1.10,0.80,21.00,0.10,0.10,26.40,18.50,6.80,11.90,45.30,33.80,97.70,2.30,0.10,3.30,5.90,90.40,374975.00,19.70,7.80,7.60,0.70,12.00,41.80,10.50,17.30,8.60,8.50,82.90,80.60,12.20,7.20,72.40,24.00,3.00,0.60,0.00,0.30,6.90,26792
E01000868,Camden 015D,12.90,66.92,8.40,15.80,14.60,17.80,37.50,14.40,47.60,6.80,17.60,25.80,2.10,52.40,60.50,39.50,36.00,1.50,0.30,0.80,22.10,0.00,0.20,20.30,18.70,5.70,8.40,71.70,12.70,98.80,1.20,2.20,4.70,9.30,83.60,267500.00,23.10,12.50,12.20,0.90,9.10,33.70,8.70,7.40,10.50,10.10,79.50,78.50,13.20,8.30,63.70,33.00,2.60,0.70,0.00,0.40,2.40,24521
E01000869,Camden 015E,6.10,76.07,11.50,10.70,20.10,9.10,37.60,22.50,72.50,7.30,9.00,8.90,2.40,27.50,64.20,35.80,29.90,1.30,0.90,1.60,10.50,0.00,0.50,35.60,19.80,15.80,17.70,25.90,39.10,93.40,6.60,0.50,2.80,10.00,86.80,406000.00,11.10,6.40,6.60,0.40,13.00,54.70,7.60,13.90,6.20,6.70,87.10,84.70,10.00,5.30,61.90,32.80,4.60,0.50,0.20,0.40,4.30,34563
E01000962,Camden 016A,4.40,80.03,9.50,16.10,27.10,6.00,31.70,19.10,74.70,4.20,15.10,3.10,2.90,25.30,49.40,50.60,34.50,1.40,3.30,9.60,4.00,0.30,0.40,30.00,16.40,21.10,23.60,5.90,47.70,96.40,3.60,0.90,1.40,4.70,93.00,497475.00,4.20,3.20,4.70,0.40,6.90,71.90,8.70,6.00,2.80,4.00,93.20,92.70,5.20,2.20,52.30,40.70,6.30,0.70,0.00,0.60,6.70,57954
E01000964,Camden 016B,5.70,72.29,12.60,14.40,22.20,11.10,36.50,15.80,74.60,4.20,12.60,5.30,3.20,25.40,53.30,46.70,35.20,1.60,2.10,8.30,10.60,0.10,0.80,26.20,15.10,15.30,19.10,30.30,33.40,98.30,1.70,0.80,3.00,2.90,93.20,560000.00,8.00,6.40,7.30,1.30,7.60,60.30,9.00,6.80,6.20,7.20,86.60,86.00,9.80,4.20,52.50,39.80,7.00,0.60,0.10,0.60,7.00,45755
E01000965,Camden 016C,3.00,76.74,10.80,10.60,25.00,8.10,41.00,15.30,71.40,5.00,14.00,5.10,4.50,28.60,57.20,42.80,37.50,2.30,2.20,9.90,6.90,0.20,0.80,25.00,15.20,20.30,21.50,18.20,38.90,97.30,2.70,3.20,2.70,2.40,91.70,454750.00,7.60,5.60,5.90,0.50,6.80,65.00,8.70,6.90,6.20,5.70,88.20,87.50,9.00,3.50,54.80,38.00,5.50,1.60,0.10,0.50,6.20,44410
E01000966,Camden 016D,2.00,76.06,13.00,17.50,29.80,2.80,32.90,17.00,83.90,3.40,9.70,0.90,2.20,16.10,52.40,47.60,37.80,1.30,3.40,13.00,2.30,0.00,0.30,28.60,13.40,26.80,26.50,3.70,42.10,96.00,4.00,3.10,5.30,5.00,86.60,677500.00,4.60,2.20,4.10,0.50,5.10,74.10,9.50,5.20,3.00,4.00,93.00,92.30,5.60,2.10,40.30,46.80,10.10,2.20,0.60,0.80,5.60,63943
E01000968,Camden 016E,3.80,79.40,8.20,10.00,25.10,4.90,41.30,18.70,74.60,5.40,12.60,4.70,2.80,25.40,59.90,40.10,31.90,0.70,1.30,7.60,9.30,0.10,0.50,27.00,21.40,18.40,20.70,18.20,41.60,96.80,3.20,1.90,1.80,5.50,90.70,437000.00,8.40,4.90,4.30,0.70,7.00,67.40,7.20,5.10,6.60,5.30,88.00,87.20,8.00,4.70,55.80,38.80,4.90,0.40,0.10,0.50,6.30,46075
E01000960,Camden 017A,6.70,71.87,11.40,14.00,24.10,6.80,38.20,16.90,61.20,4.90,23.90,5.10,5.00,38.80,46.60,53.40,30.40,3.20,3.20,8.40,14.10,0.30,1.00,23.80,15.60,18.50,15.20,17.20,45.90,97.90,2.10,0.60,2.60,9.80,87.10,397500.00,8.90,6.30,5.40,1.00,7.70,58.10,12.50,8.60,4.80,7.40,87.80,86.10,10.30,3.60,60.80,33.50,4.80,0.80,0.10,0.50,7.00,41451
E01000961,Camden 017B,10.20,64.99,11.90,17.00,17.50,17.60,30.20,17.60,53.70,4.30,24.50,11.30,6.30,46.30,51.20,48.80,30.70,1.60,3.30,8.00,22.30,1.00,0.40,18.40,14.40,16.70,13.30,38.30,27.50,97.50,2.50,0.40,3.90,7.80,87.90,491000.00,16.70,7.20,8.40,0.70,8.80,43.80,14.40,10.30,8.70,7.70,83.70,81.00,12.80,6.30,55.40,36.00,7.50,1.10,0.00,0.50,6.80,30385
E01000963,Camden 017C,4.20,66.72,19.30,17.40,23.50,7.10,36.50,15.50,51.70,3.80,30.70,5.50,8.20,48.30,31.80,68.20,27.20,4.70,4.00,12.60,12.90,0.50,0.40,20.90,16.80,25.40,12.00,8.30,47.70,84.60,15.40,3.30,2.90,3.60,90.30,645000.00,11.80,4.70,5.70,0.40,6.00,54.10,17.30,9.80,7.40,6.30,86.30,85.60,9.80,4.60,46.30,42.70,9.20,1.30,0.60,0.70,6.30,52918
E01000967,Camden 017D,3.50,65.29,37.20,19.20,24.90,5.30,36.30,14.20,75.60,4.00,13.10,3.80,3.40,24.40,53.40,46.60,31.20,0.30,3.60,18.50,4.00,0.20,0.50,18.70,22.90,35.20,18.90,12.40,30.20,89.70,10.30,9.60,5.10,4.20,81.20,865000.00,10.70,5.60,7.70,1.10,6.90,56.00,12.00,4.80,5.00,6.70,88.20,87.40,9.50,3.10,34.20,43.30,15.00,5.70,1.80,1.00,3.30,60568
E01000857,Camden 018A,3.00,68.14,8.10,15.70,23.00,6.60,43.90,10.80,80.80,4.80,9.50,2.80,2.10,19.20,62.70,37.30,40.20,0.70,1.30,6.20,6.40,0.10,0.20,24.80,20.10,26.20,17.30,24.20,30.80,94.60,5.40,1.00,5.80,16.60,76.70,690000.00,9.90,5.20,8.10,0.70,8.70,58.60,8.70,4.20,7.20,8.00,84.80,83.40,10.90,5.70,45.80,41.10,10.60,2.00,0.40,0.70,3.50,47797
E01000858,Camden 018B,9.70,73.46,21.80,12.90,17.20,16.30,37.00,16.60,57.80,7.40,15.30,14.90,4.50,42.20,61.80,38.20,35.40,0.80,1.10,1.60,18.90,0.20,0.50,21.80,19.60,7.60,10.20,57.30,22.50,96.60,3.40,1.20,3.90,11.20,83.70,440000.00,21.20,10.60,10.50,1.10,12.40,35.50,8.70,9.80,10.60,8.60,80.80,78.50,12.30,9.20,66.20,29.40,4.00,0.00,0.40,0.40,5.90,27282
E01000859,Camden 018C,4.00,72.26,9.70,14.90,22.40,3.80,47.10,11.80,86.90,5.10,4.80,2.00,1.30,13.10,64.60,35.40,38.30,1.00,0.10,6.70,1.10,0.10,0.60,31.20,20.70,28.60,20.00,10.80,38.20,90.10,9.90,0.20,2.20,24.20,73.30,895000.00,5.40,4.90,5.90,0.40,7.10,69.00,7.30,3.60,4.40,5.90,89.70,89.20,7.20,3.60,44.10,44.10,10.00,1.60,0.10,0.70,3.60,61120
E01000860,Camden 018D,4.50,63.81,20.60,8.90,16.70,4.10,64.60,5.60,82.90,3.80,6.90,4.00,2.40,17.10,62.70,37.30,40.80,1.30,1.10,4.70,2.70,0.00,0.70,25.00,23.70,17.20,8.70,47.80,24.10,92.90,7.10,1.40,3.00,9.10,86.50,590000.00,16.10,5.50,7.60,0.90,5.30,58.60,6.00,6.00,8.60,9.90,81.50,79.30,13.90,6.70,65.20,27.90,6.00,0.80,0.10,0.40,3.00,44797
E01000862,Camden 018E,2.90,70.85,17.00,14.10,31.30,4.30,35.90,14.50,82.00,4.00,6.80,3.00,4.10,18.00,62.30,37.70,35.90,0.60,1.40,7.10,3.00,0.20,0.60,32.20,18.80,34.70,24.10,6.40,32.80,88.60,11.40,1.00,6.20,16.30,76.50,632500.00,4.30,3.80,6.50,0.50,8.90,68.90,7.00,6.80,3.60,5.50,90.80,90.90,6.60,2.50,44.00,40.80,11.40,2.90,0.90,0.80,5.20,62468
E01000856,Camden 019A,11.90,72.16,11.90,14.80,17.70,14.30,32.60,20.50,57.10,7.20,21.80,10.90,3.00,42.90,59.00,41.00,30.50,1.00,0.70,1.20,20.50,0.10,0.20,24.40,21.40,10.00,11.00,49.50,28.80,98.00,2.00,1.20,3.60,17.80,77.20,320000.00,17.40,10.00,9.00,1.10,12.90,38.40,11.10,11.40,9.10,8.30,82.70,81.20,11.30,7.50,66.90,27.50,5.10,0.50,0.00,0.40,7.20,27044
E01000861,Camden 019B,7.40,80.30,11.40,7.10,14.70,11.00,43.20,24.00,69.50,5.30,14.70,8.30,2.30,30.50,60.10,39.90,29.20,1.20,1.60,1.20,12.00,0.10,0.70,32.80,21.10,11.80,16.20,31.40,39.40,94.90,5.10,1.00,2.60,15.40,81.00,390000.00,11.10,7.50,7.90,1.10,15.30,48.30,8.70,18.50,6.60,9.00,84.40,83.30,11.30,5.40,73.00,23.70,3.20,0.10,0.00,0.30,7.40,30135
E01000957,Camden 019C,8.80,75.77,11.70,11.00,22.00,12.20,34.40,20.50,61.10,5.20,14.90,14.90,3.80,38.90,55.40,44.60,33.10,1.30,0.60,0.60,20.00,0.00,0.40,25.70,18.30,9.80,13.50,38.00,32.40,98.00,2.00,0.50,2.90,14.10,82.50,320000.00,15.50,8.20,9.00,0.90,13.50,41.80,11.10,13.30,8.30,7.30,84.30,81.10,11.80,7.10,63.80,33.10,2.60,0.50,0.00,0.40,4.60,28624
E01000958,Camden 019D,8.40,77.12,24.20,9.60,15.10,16.80,28.40,30.20,54.00,7.60,19.90,12.50,6.10,46.00,56.40,43.60,34.10,0.40,1.60,0.40,17.30,0.30,0.90,23.60,21.50,5.00,9.10,47.20,29.00,98.00,2.00,0.60,2.20,9.30,87.30,343000.00,15.60,10.70,9.70,0.70,15.90,37.70,9.70,25.30,6.40,6.40,87.20,84.70,9.80,5.50,72.70,24.30,2.60,0.10,0.20,0.30,7.00,27133
E01000959,Camden 019E,9.30,69.76,7.30,12.90,12.50,15.00,37.80,21.80,55.60,4.70,23.90,12.70,3.10,44.40,61.60,38.40,33.50,1.70,1.60,0.70,25.00,0.10,0.40,19.80,17.30,6.70,8.70,64.30,18.30,99.10,0.90,0.10,0.90,1.10,97.90,306000.00,27.50,11.00,9.20,1.50,16.00,26.10,8.70,19.90,11.60,10.70,77.70,75.10,16.90,7.90,74.40,23.50,1.70,0.40,0.00,0.30,7.30,22347
E01000929,Camden 020A,12.20,64.66,9.80,17.50,14.30,18.00,35.80,14.50,53.40,6.10,14.90,16.40,9.10,46.60,52.70,47.30,34.90,1.10,0.90,2.00,27.30,0.30,0.40,13.10,20.00,10.20,10.10,57.70,20.00,97.30,2.70,1.00,3.60,3.40,92.00,392500.00,22.10,11.80,11.10,1.70,8.20,31.40,13.70,7.10,9.60,9.30,81.20,78.30,12.70,9.10,63.80,31.10,4.40,0.70,0.00,0.40,4.80,26403
E01000930,Camden 020B,9.30,66.02,11.60,7.90,13.00,9.90,58.40,10.80,58.40,4.80,10.50,14.10,12.30,41.60,46.50,53.50,38.70,0.50,0.70,1.90,19.90,0.10,0.70,15.70,21.70,6.60,10.00,46.10,35.70,88.80,11.20,0.30,1.20,1.50,96.90,320000.00,22.20,8.60,7.30,1.20,6.60,39.90,14.20,9.50,10.40,11.60,78.00,76.50,14.60,8.80,77.80,20.20,1.90,0.10,0.10,0.20,6.70,24061
E01000933,Camden 020C,6.50,78.58,10.90,8.90,22.40,6.60,41.40,20.70,73.00,5.10,10.40,5.40,6.10,27.00,56.00,44.00,34.40,0.90,1.70,6.10,11.00,0.20,0.40,24.70,20.70,16.10,19.20,17.40,45.80,95.90,4.10,1.80,4.00,10.40,83.90,475000.00,9.70,5.50,7.10,0.70,9.20,58.30,9.60,6.60,7.70,7.20,85.10,84.60,9.80,5.60,58.30,34.60,6.00,1.00,0.10,0.50,6.70,37278
E01000934,Camden 020D,11.30,65.84,8.70,13.90,14.10,14.10,46.20,11.70,51.60,4.90,22.90,15.10,5.60,48.40,47.20,52.80,40.20,2.00,2.00,2.30,23.30,0.10,0.60,16.20,13.30,7.70,8.30,46.40,27.30,97.50,2.50,0.70,1.50,4.80,93.10,287000.00,20.80,8.50,10.10,0.60,7.90,36.50,15.60,10.50,12.70,8.90,78.40,75.90,16.10,8.00,70.40,26.80,2.50,0.10,0.30,0.30,4.40,25033
E01000935,Camden 020E,10.40,66.29,6.20,15.20,16.00,19.20,38.60,10.90,52.30,5.60,13.10,22.80,6.20,47.70,54.60,45.40,39.60,0.90,1.20,1.00,24.10,0.30,0.10,16.50,16.30,6.10,8.30,66.70,17.80,99.20,0.80,0.50,1.40,1.70,96.30,505000.00,18.60,11.00,12.60,1.50,8.40,35.10,12.70,8.20,8.50,7.80,83.70,80.20,12.80,7.00,69.20,27.10,3.40,0.00,0.30,0.40,3.80,25247
E01000863,Camden 021A,6.50,82.65,16.10,8.10,23.80,7.90,38.20,21.90,76.60,3.70,9.90,7.60,2.20,23.40,56.50,43.50,33.10,1.20,0.90,2.80,6.10,0.30,0.60,33.40,21.50,12.40,10.50,19.80,52.90,92.30,7.70,1.10,0.70,14.50,83.40,487500.00,8.70,5.60,8.10,1.00,11.80,55.40,9.50,14.10,6.10,7.40,86.50,87.00,8.80,4.20,72.90,22.30,4.20,0.30,0.30,0.30,7.20,40815
E01000946,Camden 021B,4.80,72.63,48.90,10.10,19.20,9.90,43.60,17.20,64.60,4.40,18.10,7.50,5.40,35.40,51.80,48.20,35.40,0.90,2.40,5.90,12.80,0.10,0.70,19.30,22.50,21.80,8.50,30.90,33.30,83.80,16.20,0.50,2.90,10.40,86.20,560775.00,13.20,6.80,8.00,1.00,11.90,49.80,9.30,13.80,6.00,7.30,86.70,85.60,8.60,5.80,60.00,28.80,9.20,1.50,0.40,0.50,6.40,38675
E01000947,Camden 021C,7.90,84.14,15.60,7.30,16.50,7.70,39.50,28.90,63.70,4.90,17.10,10.80,3.50,36.30,52.50,47.50,29.80,1.30,1.70,1.30,12.90,0.20,0.40,27.30,25.10,11.30,12.40,26.30,48.30,92.20,7.80,1.10,2.30,9.00,87.40,400000.00,13.50,6.70,6.50,0.70,13.70,49.40,9.50,20.90,8.20,6.70,85.20,84.60,9.50,5.80,74.40,21.00,4.10,0.20,0.20,0.30,7.10,29657
E01000948,Camden 021D,4.60,71.20,19.70,10.50,23.30,8.50,42.80,14.90,74.00,5.00,9.70,7.80,3.60,26.00,60.00,40.00,35.60,0.90,0.80,3.90,8.40,0.10,0.60,28.70,21.00,18.90,14.70,33.50,30.70,93.10,6.90,2.40,4.80,15.40,76.60,690000.00,14.70,6.90,8.20,1.10,8.00,51.40,9.70,10.10,7.90,9.30,82.80,83.60,9.70,6.70,62.60,28.50,6.90,1.20,0.80,0.50,6.50,40748
E01000952,Camden 022A,10.10,70.79,8.70,12.90,17.30,17.60,30.50,21.60,51.20,5.20,24.80,15.00,3.80,48.80,59.70,40.30,33.50,0.70,0.50,0.50,26.00,0.50,0.50,19.80,18.00,6.70,8.30,60.90,21.90,98.50,1.50,0.40,1.90,6.30,91.40,350600.00,24.10,11.50,10.10,1.20,16.30,26.70,10.00,21.40,11.30,9.90,78.70,77.20,13.20,9.60,69.90,25.60,4.10,0.30,0.00,0.30,7.40,24012
E01000953,Camden 022B,9.10,67.92,60.30,11.00,15.40,13.80,42.20,17.50,46.80,3.70,32.50,13.10,3.80,53.20,54.80,45.20,33.80,1.00,1.40,0.20,30.20,0.10,0.30,17.20,15.70,6.20,11.20,65.50,15.40,98.70,1.30,1.10,1.80,3.80,92.90,370000.00,26.80,12.10,11.10,1.00,13.70,25.10,10.20,16.70,13.90,9.30,76.80,73.60,14.60,11.80,73.20,22.70,3.50,0.10,0.40,0.30,7.20,23027
E01000954,Camden 022C,13.40,62.44,5.60,17.60,12.00,23.10,31.50,15.90,44.10,5.70,25.90,19.30,5.00,55.90,61.10,38.90,35.30,1.00,1.00,0.20,32.90,0.10,0.40,14.90,14.30,6.40,3.40,79.10,10.00,98.60,1.40,0.90,0.30,0.80,98.00,371000.00,30.50,13.30,10.50,1.40,14.60,18.30,11.40,12.60,9.30,9.20,81.50,79.30,12.60,8.10,70.40,27.30,2.00,0.30,0.00,0.30,7.40,21566
E01000955,Camden 022D,10.40,66.90,6.40,15.70,12.20,14.50,44.60,13.10,51.50,7.50,22.60,13.70,4.60,48.50,61.00,39.00,40.70,1.00,1.20,0.30,19.70,0.30,0.40,15.80,20.60,1.50,3.80,84.00,8.50,98.80,1.20,1.10,1.20,1.10,96.70,317500.00,27.70,10.60,12.60,1.20,15.60,22.50,9.70,21.30,10.30,9.00,80.70,73.10,17.70,9.20,78.20,18.70,2.60,0.50,0.00,0.30,7.90,22567
E01000956,Camden 022E,10.90,71.80,15.90,14.60,12.70,14.00,36.30,22.40,41.20,5.60,35.40,13.80,4.00,58.80,51.00,49.00,28.90,1.30,1.10,0.30,35.80,0.20,0.10,17.00,15.20,4.60,7.60,58.10,27.00,94.60,5.40,0.30,0.30,0.90,98.10,430000.00,17.80,11.50,9.40,1.10,15.20,32.90,12.20,22.70,7.80,8.20,84.00,80.40,12.50,7.10,75.30,22.00,2.50,0.00,0.20,0.30,8.00,25464
